season,player_id,person_id,career_id,name,bats,throws,position,height_in,weight_lb,dob,hometown,status,jersey,team_slug
2026,tg5vinbjr7njs9e1,tg5vinbjr7njs9e1,career:bbe5055591a358fa,Tyler Wyatt,R,R,OF,71,185,1996-12-09,,Active,9,idahofallschukars
2026,eqdyvg4ngztn2e2w,eqdyvg4ngztn2e2w,career:4fab70b2cae2e238,Sam Canton,L,L,OF,70,185,2002-06-16,"Port Orchard, WA",Active,12,idahofallschukars
2026,dlscobk7bxuycsfs,dlscobk7bxuycsfs,career:7aedd3f046d35982,Emilio Barrera,R,R,utly,72,190,2001-10-15,,Active,13,idahofallschukars
2026,raeazoj9zo3ma209,raeazoj9zo3ma209,career:127da19271e95cfa,Demarckus Smiley,L,R,C,70,205,2002-05-24,,Active,17,idahofallschukars
2026,zs576uc8rhsid11d,zs576uc8rhsid11d,career:4c486717d8202871,Ian Lanik,R,R,RHP,75,180,2002-09-01,,Active,20,idahofallschukars
2026,1nj7x6ftupnwej45,1nj7x6ftupnwej45,career:6fe05a78793afdd4,Julian Berenti,L,L,P,72,185,2000-08-04,,Active,21,idahofallschukars
2026,hq5v434ekgu367lf,hq5v434ekgu367lf,career:b20cb52e1d672711,Josh Leerssen,R,R,RHP,76,185,,"Sandy Springs, GA",Active,22,idahofallschukars
2026,r1mmcm0hpcci29jg,r1mmcm0hpcci29jg,career:401d36167f1c3330,Rafael Brito,R,R,RHP,79,180,2003-03-27,"El Tigre, Venezuela",Active,23,idahofallschukars
2026,30sev64xcchat2oq,30sev64xcchat2oq,career:4b849d928acbd261,Eli Snelson,R,R,P,70,185,2003-12-01,",",Inactive,24,idahofallschukars
2026,b10iuxl0v40l6q3l,b10iuxl0v40l6q3l,career:a051dd9f4c68d6c7,Sean Kelby,L,L,P,76,210,2000-05-05,"Newark, DE",Injured,25,idahofallschukars
2026,884vdy1n24490aks,884vdy1n24490aks,career:6e4d2a39d2ac6514,Quentin Graves,R,R,P,73,210,2002-09-24,"Altamonte Springs, FL",Inactive,26,idahofallschukars
2026,1dipuqtrx2rw1bil,1dipuqtrx2rw1bil,career:d72d32b84bb98cc7,Mason Pennington,R,R,RHP,75,215,2003-03-13,"McKinney, TX",Active,27,idahofallschukars
2026,91opkk4jpwvc2gce,91opkk4jpwvc2gce,career:b8b6e15211877a3a,Justin Trimble,L,R,Inf,76,215,2003-06-21,,Active,28,idahofallschukars
2026,3lm0wwho43rdy1aj,3lm0wwho43rdy1aj,career:c033399a6e9665d8,Ryan Lee,R,R,C,69,195,2001-05-15,"Cleveland, TN",Active,29,idahofallschukars
2026,dmmxwk2edd8lfzr8,dmmxwk2edd8lfzr8,career:fe242aae44ea1c7f,Wesley Mitchell,R,R,OF,76,215,,"Katy, TX",Active,32,idahofallschukars
2026,phipczs9kszfwpth,phipczs9kszfwpth,career:37c8d37cbb08574c,Izzy Madariaga,L,R,Inf.,72,185,2003-01-14,,Injured,33,idahofallschukars
2026,rihlvxu26oki4p6w,rihlvxu26oki4p6w,career:8816dfac70aa5762,Hunter Hargett,R,R,P,74,190,2003-02-27,,Active,39,idahofallschukars
2026,b1e6r3q808nfu47f,b1e6r3q808nfu47f,career:da64f6e753900ad7,Mason Collins,L,R,C/P,74,220,2002-05-17,,Active,40,idahofallschukars
2026,louwx6zvzqsua5il,louwx6zvzqsua5il,career:97d7e679414860d2,Drew Stengren,R,R,C,73,200,2001-07-02,,Active,45,idahofallschukars
2026,o0aviupopf7vfn6d,o0aviupopf7vfn6d,career:278ea155a9c9e3dd,Mauricio Rodriguez,R,R,P,73,220,2000-10-19,"Chelsea, MA",Inactive,46,idahofallschukars
2026,rottofm8tpmmf11l,rottofm8tpmmf11l,career:fba5e3fa07498b2c,Ryan Inouye,R,R,rhp,69,170,2002-06-14,,Active,47,idahofallschukars
2026,lecp6wvcu0yap0a7,lecp6wvcu0yap0a7,career:44d2531b02e921a2,Seth Spencer,R,R,LHP,72,205,2001-05-19,"Murrieta, CA",Injured,48,idahofallschukars
2026,zxn7o1mc1wbexeyf,zxn7o1mc1wbexeyf,career:c6573201d3cf5bea,Matthew Lighthall,R,R,P,77,190,2003-02-12,",",Inactive,49,idahofallschukars
2026,oezhc52yzuwae728,oezhc52yzuwae728,career:5ad21a38a9871e7e,Parker Lester,L,R,1b,76,215,2003-05-16,"Cartersville, GA",Active,51,idahofallschukars
2026,ft26nr2jg62x1eqa,ft26nr2jg62x1eqa,career:79b884a40f8512b9,Blayne Fritcher,R,R,P,77,220,2003-07-23,"Austin, TX",Inactive,90,idahofallschukars
2026,up1pv15hpuwr36k3,up1pv15hpuwr36k3,career:b117544e8e8ee846,Blake Barker,R,L,P,72,225,2003-04-13,"Chardon, OH",Inactive,99,idahofallschukars
2026,w6uf0tgd2h5ng6m6,w6uf0tgd2h5ng6m6,career:f5528bf27b5e53ab,Jason Bickford,L,L,LHP,72,165,2003-08-17,,Inactive,99,idahofallschukars
2026,ijc320hmm5r06ymp,ijc320hmm5r06ymp,career:fc905bd54459a377,Kristofer Bow,R,R,RHP,75,225,2000-11-26,,Inactive,99,idahofallschukars
2026,58bwn29javho4swz,58bwn29javho4swz,career:3fd3bc7246cbd044,Ramon Camacho,R,R,RHP,72,194,2004-11-23,,Inactive,99,idahofallschukars
2026,xdlawyav8hl0ti81,xdlawyav8hl0ti81,career:32d8fcc41bdf188f,Wilton Castillo,R,R,RHP,79,190,2000-02-12,,Inactive,99,idahofallschukars
2026,9m9ki9dm0q2884yy,9m9ki9dm0q2884yy,career:67bc97e0e3c4e944,Shadai Colon,L,L,P,70,180,2001-10-31,,Inactive,99,idahofallschukars
2026,v358sgpjnk8p5619,v358sgpjnk8p5619,career:66b8b21535a58381,Matt Dadlani,R,L,P,75,240,2002-01-26,,Inactive,99,idahofallschukars
2026,z6hsd3g7je380168,z6hsd3g7je380168,career:3419b331c84f55af,Yency De Jesus,R,R,RHP,71,170,2002-06-20,,Inactive,99,idahofallschukars
2026,s5i94bo4m32drgs1,s5i94bo4m32drgs1,career:4483aa985ed9f1df,Rijnaldo Euson,L,L,LHP,75,300,2001-12-03,,Inactive,99,idahofallschukars
2026,zbkz57gtgpiq9i3n,zbkz57gtgpiq9i3n,career:ec660da6e61c5038,Jake Fallers,R,R,C,70,218,2002-06-29,,Inactive,99,idahofallschukars
2026,cpkfov9ej0s1eqh2,cpkfov9ej0s1eqh2,career:7c281b5775515ae3,Jonathan Gonzalez Perez,R,R,C,75,240,2004-01-29,,Inactive,99,idahofallschukars
2026,bo3hbqttm5d31r11,bo3hbqttm5d31r11,career:df4c3ea8d3c95498,Miguel Gonzalez,L,L,LHP,73,200,1999-03-20,,Inactive,99,idahofallschukars
2026,ico6okwnriijxa0k,ico6okwnriijxa0k,career:6e955c043a700ee4,Mark Kirkland,L,L,1b,77,230,2000-07-24,,Inactive,99,idahofallschukars
2026,wmeg7z9dx9w6jd22,wmeg7z9dx9w6jd22,career:259026183f75272b,Mateo Matthews,L,R,1B,77,215,2003-01-25,,Inactive,99,idahofallschukars
2026,gxdxahhii6ocxymi,gxdxahhii6ocxymi,career:318b50974704818a,JD McCracken,R,L,P,75,211,2003-01-13,,Injured,99,idahofallschukars
2026,ght12mhlwq3ej345,ght12mhlwq3ej345,career:4018b7dc779a814f,Zach Mizrahi,L,L,P,73,200,2003-04-30,,Inactive,99,idahofallschukars
2026,ffy9otcue7cxn6q0,ffy9otcue7cxn6q0,career:89911abbe3260344,Raul Morales,R,R,P,70,,2003-10-10,,Inactive,99,idahofallschukars
2026,qi2qzoi64s4mjign,qi2qzoi64s4mjign,career:3cf779cd4c61a344,Shuto Okumura,R,R,RHP,69,185,2003-09-05,,Inactive,99,idahofallschukars
2026,k6gpim6e4wcqial0,k6gpim6e4wcqial0,career:9af14e88ec517d66,Cole Robinson,R,R,1B,75,245,2002-02-05,,Inactive,99,idahofallschukars
2026,ntu6orv1r7t18ew9,ntu6orv1r7t18ew9,career:d0707dd4441962ed,Jordi Romero,R,R,RHP,74,185,2002-07-05,,Inactive,99,idahofallschukars
2026,5uhzvpyzvl2igcja,5uhzvpyzvl2igcja,career:5cd9d7cb7905e0a9,Brandon Ross,L,L,LHP,74,170,1998-09-13,,Inactive,99,idahofallschukars
2026,hluebph4zfkwqzzn,hluebph4zfkwqzzn,career:2a99e0d9224cb70f,Caleb Royer,L,R,OF,76,200,2003-10-10,,Inactive,99,idahofallschukars
2026,id2kpbuwp0q016dn,id2kpbuwp0q016dn,career:af18c16e4f03ee89,Andrew Rust,R,R,Pitcher,74,200,2003-10-29,,Inactive,99,idahofallschukars
2026,379gs7onl3n1mk23,379gs7onl3n1mk23,career:17dc1080dd767ce0,Joe Taylor,R,R,Pitcher,74,170,2003-05-06,,Inactive,99,idahofallschukars
2026,pww3oe939xuh5pnl,pww3oe939xuh5pnl,career:b864b7d1bf2235fe,Andy Valdes,R,R,C,75,210,2001-01-10,"Miami, FL",Inactive,99,idahofallschukars
2026,0eombwi82t3ixrxs,0eombwi82t3ixrxs,career:9b97ab74720d001e,Abe Valdez,R,R,C,71,200,1997-12-02,,Inactive,99,idahofallschukars
2026,8g367o4pxzroftgs,8g367o4pxzroftgs,career:265abe9cc88569a3,Nate Varnier,L,L,LHP,79,165,2002-05-16,,Inactive,99,idahofallschukars
2026,rbx37hilgq5y02cy,rbx37hilgq5y02cy,career:af1f013c87d3809d,Gabriel Vasquez,L,R,OF/1B,75,205,2000-06-01,"Dallas, TX",Inactive,99,idahofallschukars
2026,eq0y081gjho45fea,eq0y081gjho45fea,career:57faba8139af1032,DJ Walker,L,R,OF,75,200,2001-12-10,,Inactive,99,idahofallschukars
2026,jm4sctbkfu25ddox,jm4sctbkfu25ddox,career:22f545d73d12ed67,Solomon Washington,R,R,P,,205,2001-05-29,,Inactive,99,idahofallschukars
2026,t0wytyl3ylepo8qy,t0wytyl3ylepo8qy,career:138d1dcc04bd734b,Anthony Mata,R,R,SS,75,170,2002-02-22,"Spring Valley, CA",Active,2,longbeachcoast
2026,upb8ab0qzbu5hz2y,upb8ab0qzbu5hz2y,career:b555f41c66d324d9,Johnny Pappas,R,R,C,70,175,,"Chino Hills, CA",Active,3,longbeachcoast
2026,830vnpp9rbd1qsvr,830vnpp9rbd1qsvr,career:4ff22b995ee1ddc6,Robert Pitts,R,R,OF,70,170,,"Los Angeles, CA",Active,4,longbeachcoast
2026,wrdn1n9n97xox2nd,wrdn1n9n97xox2nd,career:724167200d606d08,Matthew O'Brien,L,L,LHP,72,190,2004-07-21,"Simi Valley, CA",Active,5,longbeachcoast
2026,adzkvafes6h71lpg,adzkvafes6h71lpg,career:0391957de7c848c0,Jaxon Byrd,L,L,LHP/UTL,75,210,2003-06-28,"Sacramento, CA",Active,6,longbeachcoast
2026,3865oyuz5l2pj51r,3865oyuz5l2pj51r,career:cf1e34b1cef0d5c6,Eddy Pelc,L,L,OF,,205,2001-06-30,"Huntington Beach, CA",Active,7,longbeachcoast
2026,hme44hsriwdi2r0x,hme44hsriwdi2r0x,career:7fd82bd3bc95ea95,Thomas McCaffrey,R,R,C,71,205,2001-11-30,"Santa Monica, CA",Inactive,8,longbeachcoast
2026,vqkuwm8ezcpz7g4u,vqkuwm8ezcpz7g4u,career:2fcdfed87e776da1,Cuba Bess,R,R,1B,74,230,1997-09-29,"Fruita, CO",Active,9,longbeachcoast
2026,du0fj5kw3qprbslf,du0fj5kw3qprbslf,career:273259ff8d1ca7da,Tyler Young,R,R,SS,70,195,,"Doylestown, PA",Active,10,longbeachcoast
2026,quxk0ram2ev0tb3h,quxk0ram2ev0tb3h,career:6e90482c713f7e0f,Emilio Corona,R,R,CF,72,195,2002-06-06,"San Luis Obispo, CA",Active,11,longbeachcoast
2026,8juvzua386p286mi,8juvzua386p286mi,career:b784bab9e0ff486f,David Whittle,R,R,C,72,180,2004-02-21,"Moreno Valley, CA",Inactive,17,longbeachcoast
2026,7xem1bfvv5e8z39y,7xem1bfvv5e8z39y,career:e15b8052671864b4,Gary Grosjean,R,R,RHP,72,202,2000-04-30,,Active,19,longbeachcoast
2026,u09jgl6jnp8mjwqz,u09jgl6jnp8mjwqz,career:de236253201c6c1e,Jack Martin,R,R,RHP,74,190,2003-05-03,"Annadale, NJ",Active,20,longbeachcoast
2026,5vkkunmqsafkal3f,5vkkunmqsafkal3f,career:cac8e7061cf6c7b6,Spence Coffman,R,R,INF,72,190,2004-01-07,"Corinth, MS",Active,22,longbeachcoast
2026,urxa9mmchubhb8h6,urxa9mmchubhb8h6,career:6f03b5feba759382,Ryan Faulks,R,R,RHP,75,190,2002-06-18,"Rancho Santa Margarita, CA",Active,23,longbeachcoast
2026,6tchqkedqn3g4bpn,6tchqkedqn3g4bpn,career:597f384a1cb15941,Zach Voelker,R,R,RHP,73,215,2001-04-25,"Granite Bay, CA",Active,26,longbeachcoast
2026,ul6mvinxyg0iv4yg,ul6mvinxyg0iv4yg,career:6abfaa8982497ea9,Jacob Jablonski,S,R,OF / SS,74,215,1999-02-05,"Mission Hills, CA",Active,27,longbeachcoast
2026,x3z3msk7ac43ae5e,x3z3msk7ac43ae5e,career:d053f4fe54d4d7c6,Cooper Vest,R,R,OF/1B,71,205,,"St. George, UT",Active,28,longbeachcoast
2026,vdyqeggqglqcijyh,vdyqeggqglqcijyh,career:9a9b26265558a229,Jake Dixon,L,L,LHP,76,210,2000-07-05,"Clovis, CA",Active,29,longbeachcoast
2026,jpn4iq0lgbqlbqcj,jpn4iq0lgbqlbqcj,career:3727f4ffdda3abd8,Cole Percival,R,R,,77,220,1999-02-26,"Riverside, CA",Active,30,longbeachcoast
2026,vyym10foeap5tc8a,vyym10foeap5tc8a,career:1f2f3d9f1b8c1a44,Brett Wozniak,L,L,LHP,70,215,2002-01-31,"Garden Grove, CA",Injured,31,longbeachcoast
2026,wv1ggzstcd9bwz5x,wv1ggzstcd9bwz5x,career:0ceced182bd3d29a,Nick Bautista,R,R,P,73,200,,"City Terrace, CA",Active,32,longbeachcoast
2026,xueox9c2qcm21puo,xueox9c2qcm21puo,career:a18ea7f1da80e401,Nathan Hemmerling,R,R,RHP,74,210,2000-07-27,"Riverside, CA",Active,33,longbeachcoast
2026,jszdhyzbmh0veqym,jszdhyzbmh0veqym,career:507538e0339c7b88,Matthew Bardowell,R,R,OF,76,260,2002-04-13,"Fontana, CA",Active,35,longbeachcoast
2026,wcos7mqc7wolufgw,wcos7mqc7wolufgw,career:e6537a4b5885229c,Steven Ordorica,R,R,RHP,71,165,1999-01-18,"La Puente, CA",Active,50,longbeachcoast
2026,3gpxu42krrgcj6a3,3gpxu42krrgcj6a3,career:d8b0304dd9557db4,Patrick Roche Jr.,R,R,IF,72,185,2002-04-10,"Milton, MA",Inactive,85,longbeachcoast
2026,ljqveu56o3ed51gw,ljqveu56o3ed51gw,career:29db531a3db70349,Dylan Lina,R,R,3B,72,215,2004-03-19,"Carson, CA",Inactive,87,longbeachcoast
2026,eo4y1z8utlgye73g,eo4y1z8utlgye73g,career:41d745ed66637bba,Jaylen Edmonds,R,R,UTL,70,180,2000-07-04,"Fremont, CA",Inactive,89,longbeachcoast
2026,zzd0sa3w036lzj22,zzd0sa3w036lzj22,career:d2a81debb31f9876,Derek Laferriere,R,R,C,69,195,2001-02-25,"Tahoe City, CA",Inactive,90,longbeachcoast
2026,pgzu59edzgcd9im3,pgzu59edzgcd9im3,career:e5579a3dffff8a18,Liam Rocha,R,R,RHP,75,200,2002-05-08,"Baldwin Park, CA",Inactive,91,longbeachcoast
2026,3r0d4rk578xsulb6,3r0d4rk578xsulb6,career:902f14296be453b7,Julien Hernandez,R,R,RHP,73,195,2002-05-12,"Palo Alto, CA",Inactive,92,longbeachcoast
2026,sacldnllnq5007zm,sacldnllnq5007zm,career:66f6bcdf362bcaf8,Ricky Tibbett,R,R,RHP,74,190,2001-03-04,"Chula Vista, CA",Inactive,94,longbeachcoast
2026,qhmzc4wdrc26594u,qhmzc4wdrc26594u,career:802522cb8668a310,Paul Winland Jr.,R,R,3B,75,210,2001-12-10,"Beaufort, CA",Inactive,95,longbeachcoast
2026,nuy175444jhubmry,nuy175444jhubmry,career:d9f8b260c69b8299,Jean Reyes,R,R,RHP,71,165,,San Felix,Inactive,96,longbeachcoast
2026,mpb32zr8sz7ubiyw,mpb32zr8sz7ubiyw,career:dd82cb80841d7908,Cole Cressend,R,R,RHP,75,200,2002-08-16,"Mandeville, LA",Inactive,97,longbeachcoast
2026,byob626s3y2qtgmj,byob626s3y2qtgmj,career:01b1971963778319,Conner Gleissner,L,L,,70,177,2002-11-13,"Goleta, CA",Inactive,98,longbeachcoast
2026,p2w9sx75b8r25jmk,p2w9sx75b8r25jmk,career:90d72081c70ff54e,Michael Koszewski,L,L,OF,70,190,,"La Grange, IL",Active,1,missoulapaddleheads
2026,widh2653g4rul3u2,widh2653g4rul3u2,career:32f6d784cee23117,Ty Yukumoto,L,R,2B,68,165,2003-05-10,",",Active,2,missoulapaddleheads
2026,rfb5k9ztocuuy6r7,rfb5k9ztocuuy6r7,career:517be5a9692557df,Enzo Apodaca,L,L,OF,67,195,,"Scottsdale, AZ",Active,3,missoulapaddleheads
2026,luhh4geplba01e05,luhh4geplba01e05,career:6a814048a90e7fec,Michael Ball,R,R,IF,70,190,2001-10-10,",",Active,4,missoulapaddleheads
2026,4ge6oa4jcwdh2da1,4ge6oa4jcwdh2da1,career:ca0114404e3d2471,Nate Vargas,L,R,,75,215,2003-04-21,"Sacramento, CA",Active,5,missoulapaddleheads
2026,f75cvfkdrtbyc313,f75cvfkdrtbyc313,career:0486529e04eeeb60,Xavier Casserilla,R,R,3B,71,225,,,Active,6,missoulapaddleheads
2026,aiqzwlp2f5yyasgu,aiqzwlp2f5yyasgu,career:edc09115ed7184f4,William Bermudez,S,R,IF,68,185,2001-09-13,"Whittier, CA",Active,8,missoulapaddleheads
2026,omath01bhx0lekah,omath01bhx0lekah,career:d1a8013282a76e9f,Ryan Wentz,R,R,P,75,215,2002-03-18,"West Covina, CA",Active,9,missoulapaddleheads
2026,z2m9mifo7crouq5z,z2m9mifo7crouq5z,career:2fc0d04b8b30cf32,Grant Garza,R,R,P,73,185,2000-09-20,"Missouri City, TX",Active,11,missoulapaddleheads
2026,1xorg2l0v9lraecu,1xorg2l0v9lraecu,career:1a3820ff8e7b12f2,Nich Klemp,R,R,C,71,185,,"Everett, WA",Active,13,missoulapaddleheads
2026,wx89ivvo25f8w7hw,wx89ivvo25f8w7hw,career:59ec70def14382df,Derick Andiarena,R,R,OF,73,195,,",",Active,14,missoulapaddleheads
2026,xy6u5oj9pdzi64sg,xy6u5oj9pdzi64sg,career:bb6746c8dea5c529,Ritter Steinman,R,R,P,75,195,2002-06-02,",",Active,15,missoulapaddleheads
2026,n7ekoicpschu3ueo,n7ekoicpschu3ueo,career:00ac1f690d946096,Cameron Goffar,R,R,P,74,200,2002-07-17,",",Inactive,17,missoulapaddleheads
2026,ompu2i3k9wnukvob,ompu2i3k9wnukvob,career:0137fbc1ed0a6a57,Bryce Cermenelli,L,R,P,68,195,,",",Active,18,missoulapaddleheads
2026,aj0u2wqt1z6um095,aj0u2wqt1z6um095,career:21dfc8451cd1423f,Zack Stewart,L,R,,74,220,2003-07-30,"Springfield, MO",Inactive,20,missoulapaddleheads
2026,j9dvrin6w7xgeglb,j9dvrin6w7xgeglb,career:99b09611e6549eed,Jaren Jackson,L,L,P,75,225,2000-09-28,",",Active,21,missoulapaddleheads
2026,8fcaetkdwsfkn1wq,8fcaetkdwsfkn1wq,career:d14bd4691f2c2fb1,Peyton Walters,,,,73,185,2002-02-17,,Inactive,23,missoulapaddleheads
2026,dac4sfhr54b4mala,dac4sfhr54b4mala,career:977290f1f24d4be6,Mark Timmins,R,R,P,74,205,1998-05-12,"Omaha, NE",Injured,26,missoulapaddleheads
2026,zmop3kj40l8uoirm,zmop3kj40l8uoirm,career:26094dcf25840141,Josh Johnson,R,R,P,74,190,2002-05-24,"Las Vegas, NV",Active,28,missoulapaddleheads
2026,vmg2p3yxrn2razhg,vmg2p3yxrn2razhg,career:d57b2e734b784b61,Brendan Beard,R,R,P,77,210,2001-05-09,"New Waverly, TX",Active,30,missoulapaddleheads
2026,v6ip0u29ptrrqfob,v6ip0u29ptrrqfob,career:0ec87e9d45bd068b,Daniel Tauken,L,R,OF,75,215,2001-08-28,",",Active,33,missoulapaddleheads
2026,x1ku6e1x2phxjjd8,x1ku6e1x2phxjjd8,career:59ffec56ab8b3228,Brock Lambert,R,R,P,76,200,2003-06-17,"Shreveport, LA",Active,37,missoulapaddleheads
2026,323qm342jm45zzbl,323qm342jm45zzbl,career:2c661c2ac2daf427,Thomas Reisinger,R,R,P,75,215,,"Kulpmont, PA",Active,38,missoulapaddleheads
2026,q6z9m8o366x502gy,q6z9m8o366x502gy,career:4e0f58b75a19fdad,Sergio Gutierrez,S,R,C,73,195,,,Active,39,missoulapaddleheads
2026,st9dm78s4lqttdke,st9dm78s4lqttdke,career:f7d7b34295f1631d,Matthew Taubensee,S,L,P,77,240,2000-01-20,", --",Active,45,missoulapaddleheads
2026,mak22par5gx0o8c5,mak22par5gx0o8c5,career:c7055d34d7dd7b5a,Jacob Lojewski,R,R,C/INF,70,192,2001-11-16,",",Injured,1,modestoroadsters
2026,jh4z38klq36s7u7a,jh4z38klq36s7u7a,career:9c7a5db3273be01e,Joey Mazzetti,R,R,RHP,75,220,2001-07-11,",",Inactive,2,modestoroadsters
2026,9ajj8xjshpjwjn96,9ajj8xjshpjwjn96,career:91f4a96f9dbc02c1,Johan Castillo,L,L,LHP,71,190,2000-04-26,",",Active,3,modestoroadsters
2026,agdxnjlx8ke8ch1x,agdxnjlx8ke8ch1x,career:32c3e97aaa8d607d,Devyn Hernandez,R,R,RHP,73,185,,",",Active,4,modestoroadsters
2026,88o3xkuj8uvs17ac,88o3xkuj8uvs17ac,career:f77718316e05981a,Justin Boyd,R,R,OF,72,191,2001-03-30,"Littleton, CO",Active,7,modestoroadsters
2026,5m17u858pgtvklh8,5m17u858pgtvklh8,career:639da49bd375cbbf,Omar Serrano,R,R,RHP,75,205,2002-12-23,"South Gate, CA",Active,8,modestoroadsters
2026,3mj42b73jjt574d7,3mj42b73jjt574d7,career:d02d66436619a013,Cole Tremain,R,R,RHP,73,200,2001-09-05,"Folsom, CA",Active,9,modestoroadsters
2026,n2rv65h9xsbpnwtv,n2rv65h9xsbpnwtv,career:f0ab42cca66d0cb4,Blake Smith,R,R,RHP,73,215,,"Olympia, WA",Active,10,modestoroadsters
2026,nvqbn0aepy9l4n3k,nvqbn0aepy9l4n3k,career:39b26bcd9ece0397,Bryce Cannon,L,L,UTL,76,194,2002-05-24,",",Active,11,modestoroadsters
2026,gece0gqd5zskx8y6,gece0gqd5zskx8y6,career:86a35d0c90906311,Tyler Williams,R,R,OF,75,200,,,Active,12,modestoroadsters
2026,1wpqlf03z4oqgcsg,1wpqlf03z4oqgcsg,career:395f691da1e459a0,Lucas Alaniz,R,R,RHP,72,189,2002-06-27,"Hughson, CA",Active,13,modestoroadsters
2026,i8zlty1bwdj1tz3d,i8zlty1bwdj1tz3d,career:c28a372fadf558ac,Ethan Roarke,R,R,RHP,77,230,2002-01-05,"Tyler, TX",Injured,16,modestoroadsters
2026,n7whb4o7sz53n79h,n7whb4o7sz53n79h,career:2103ca207914e20e,Kingston Liniak,R,R,OF,74,205,1999-11-11,,Active,20,modestoroadsters
2026,dhom60hfa5q8nmnw,dhom60hfa5q8nmnw,career:1afa88eb81db9ec0,Osiris Johnson,R,R,SS,73,219,2000-10-18,",",Active,21,modestoroadsters
2026,xvgweeu3cj86a3x8,xvgweeu3cj86a3x8,career:e90cd9d347b1cb7b,Anthony Diaz,R,R,RHP,71,222,2000-07-13,"Fontana, CA",Active,22,modestoroadsters
2026,jubt433kbyomhqfs,jubt433kbyomhqfs,career:73da8d40e109c53b,Aaron Moreno,R,R,RHP,74,210,2001-11-02,", La Verne",Inactive,23,modestoroadsters
2026,1gsdank0spyehi3r,1gsdank0spyehi3r,career:655a481129e4471f,Logan Sutter,R,R,INF,73,213,,,Active,25,modestoroadsters
2026,bs0hkxgtv577161k,bs0hkxgtv577161k,career:a8bd863b7659de40,Dawson Goines,R,R,RHP,76,232,,",",Active,29,modestoroadsters
2026,d628j5hp7l03584f,d628j5hp7l03584f,career:bdefffce33e5fc40,Jonah Jenkins,R,R,RHP,74,213,1999-01-20,",",Active,30,modestoroadsters
2026,tt52p0jjs3r34gfv,tt52p0jjs3r34gfv,career:c157fc1ba9f3d039,Corbin Talley,L,L,LHP,75,190,2002-04-22,",",Active,32,modestoroadsters
2026,hzfyq4btd6q6chqv,hzfyq4btd6q6chqv,career:8ff452fa497e8e87,Hayden Dunhurst,L,R,C,70,226,2000-09-19,",",Active,34,modestoroadsters
2026,2y16esu8w84t2090,2y16esu8w84t2090,career:2bbe3e2773baae04,Max Handron,L,R,3B,70,178,2001-02-23,",",Injured,36,modestoroadsters
2026,ndi53xj7l3om3m89,ndi53xj7l3om3m89,career:aa36c6f0e48aa203,Nik Cardinal,R,R,RHP,72,225,1997-03-08,",",Inactive,99,modestoroadsters
2026,n9brn6j69ico1954,n9brn6j69ico1954,career:f9b157aa6d063163,Byungyong Choi,L,R,INF,75,218,2002-04-30,",",Inactive,99,modestoroadsters
2026,kqo1q810i4wa6kxk,kqo1q810i4wa6kxk,career:d6adea2ee20e5bb7,David Domis,L,L,LHP,73,194,2002-11-06,",",Inactive,99,modestoroadsters
2026,tkdaiogzfgtm9siw,tkdaiogzfgtm9siw,career:27356d761caae06d,Gabe Emmett,R,R,RHP,77,224,2001-05-21,",",Inactive,99,modestoroadsters
2026,b59fhyr7vjssr2qm,b59fhyr7vjssr2qm,career:b61827751ef7c3fa,Will Fazio,R,L,LHP,72,217,2002-08-26,",",Inactive,99,modestoroadsters
2026,96r2987zq83un2x5,96r2987zq83un2x5,career:8e871d5cb27ec790,Jesse Galindo,R,R,RHP,73,212,1998-03-13,",",Inactive,99,modestoroadsters
2026,7j10hhc6qow66o2z,7j10hhc6qow66o2z,career:b30c9cd237c54afd,Cooper Garrison,R,R,RHP,71,146,2004-06-14,",",Inactive,99,modestoroadsters
2026,si8cg6t1pnyul1f5,si8cg6t1pnyul1f5,career:38b2585365d81352,Preston Kelly,R,R,RHP,70,190,2001-05-12,,Inactive,99,modestoroadsters
2026,o6bvrqg01twprwuq,o6bvrqg01twprwuq,career:8e5d49af36560367,Lex Meinderts,R,R,RHP,73,185,,"Shreveport, LA",Inactive,99,modestoroadsters
2026,myvbodhng61elxyz,myvbodhng61elxyz,career:1123d204563990de,Michael Mugan,R,R,OF,70,180,2002-05-02,,Inactive,99,modestoroadsters
2026,yg7dj2dpafbcobew,yg7dj2dpafbcobew,career:9335fd1e9e8911f2,Harry Owen,R,R,C,75,222,2002-03-07,",",Inactive,99,modestoroadsters
2026,c5t2vskn36sbyjy5,c5t2vskn36sbyjy5,career:53fb52589d82f680,Tom Peltier,L,L,LHP,74,203,2001-04-08,",",Inactive,99,modestoroadsters
2026,gunbzatple7pbvus,gunbzatple7pbvus,career:36654e2d5f8bafb9,Isaac Pena,R,R,INF,70,204,2003-12-27,",",Inactive,99,modestoroadsters
2026,s80y3mnebkgrwuzi,s80y3mnebkgrwuzi,career:812671772c85de41,Mikey Perez,R,R,UTL,71,196,1999-08-24,",",Inactive,99,modestoroadsters
2026,1tnuch8i0chjm8en,1tnuch8i0chjm8en,career:285ea3514fae0695,Rane Pfeifer,R,R,RHP,75,201,1999-05-10,",",Inactive,99,modestoroadsters
2026,4ttfk5yq362sqyl6,4ttfk5yq362sqyl6,career:f85315cd7bf85dc2,Payton Rios,L,R,C,69,190,2000-05-09,",",Inactive,99,modestoroadsters
